INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-001967,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 12:34:30 AM,Sunday,Personal Weapons,0 BLOCK LOGAN ST SW,January
21-001972,1313,S5,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 01:04:49 AM,Sunday,Personal Weapons,900 BLOCK THOMAS ST SE,January
21-001973,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 01:56:34 AM,Sunday,Personal Weapons,300 BLOCK EOLA ST SE,January
21-001987,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 02:31:33 AM,Sunday,Personal Weapons,200 BLOCK ELM ST SW,January
21-001993,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 03:04:45 AM,Sunday,Personal Weapons,600 BLOCK LEONARD ST NW,January
21-002026,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 08:52:46 AM,Sunday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002027,1305,E5,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/10/2021 08:59:33 AM,Sunday,Knife/Cutting Instrument,4100 BLOCK OAK PARK DR SE,January
21-002038,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 10:21:14 AM,Sunday,Personal Weapons,100 BLOCK WESTON ST SW,January
21-002084,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 03:30:32 PM,Sunday,Personal Weapons,400 BLOCK MILWAUKEE AV NW,January
21-001640,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 06:20:00 PM,Friday,Other,300 BLOCK CARRIER ST NE,January
21-002077,1005,S4,South,10001,Kidnapping/Abduction,Kidnapping/Abduction,Crimes Against Person,Kidnapping/Abduction,KIDNAP MINOR,01/10/2021 03:57:19 PM,Sunday,None,800 BLOCK MADISON AV SE,January
21-002095,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 02:50:00 PM,Sunday,Personal Weapons,800 BLOCK MADISON AV SE,January
21-002104,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 06:27:57 PM,Sunday,Personal Weapons,2200 BLOCK 43RD ST SE,January
21-002116,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 07:11:44 PM,Sunday,Personal Weapons,1700 BLOCK JEFFERSON AV SE,January
21-002144,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 08:56:18 PM,Sunday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002157,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 10:10:00 PM,Sunday,Unknown,PROSPECT AV SE & CHERRY ST SE,January
21-002198,1396,N5,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/11/2021 04:29:33 AM,Monday,Blunt Object,1600 BLOCK LEONARD ST NE,January
21-002216,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 08:45:49 AM,Monday,Personal Weapons,100 BLOCK DIVISION AV,January
21-002224,1302,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/11/2021 09:00:00 AM,Monday,Knife/Cutting Instrument,1300 BLOCK ELIZABETH AV NW,January
21-002234,1305,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/11/2021 11:20:00 AM,Monday,Knife/Cutting Instrument,STRAIGHT AV SW & BUTTERWORTH ST SW,January
21-002246,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 12:13:09 PM,Monday,Personal Weapons,BARTLETT ST SW & DIVISION AV,January
21-002261,1177,N3,North,11007,Sexual Contact Forcible CSC 2nd,Fondling,Crimes Against Person,Sex Offenses,CSC 2ND DEGREE - FORCIBLE CONTACT,01/11/2021 12:00:00 AM,Monday,None,400 BLOCK CEDAR ST NE,January
21-002289,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 03:45:00 PM,Monday,Personal Weapons,0 BLOCK GRIGGS ST SW,January
21-002308,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 05:08:00 PM,Monday,Personal Weapons,ALGER ST SE & COLLEGE AV SE,January
21-002309,1313,S7,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 05:15:10 PM,Monday,Personal Weapons,0 BLOCK ANTOINE ST SW,January
21-002310,1313,S2,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 05:47:37 PM,Monday,Other,1400 BLOCK SIGSBEE ST SE,January
21-002314,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 06:12:09 PM,Monday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002318,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 05:55:00 PM,Monday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002326,1305,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/11/2021 07:25:08 PM,Monday,Blunt Object,1600 BLOCK JEFFERSON AV SE,January
21-002337,1313,C1,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 08:59:45 PM,Monday,Unknown,1100 BLOCK MONROE AV NW,January
21-002347,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 10:07:43 PM,Monday,Personal Weapons,2700 BLOCK WOODMEADOW DR SE,January
21-002348,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/11/2021 10:18:14 PM,Monday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002368,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/12/2021 12:18:32 AM,Tuesday,Other,1600 BLOCK DERBYSHIRE DR SE,January
21-002418,1384,S1,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",01/12/2021 09:00:00 AM,Tuesday,None,900 BLOCK LAKE DR SE,January
21-002434,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/12/2021 10:17:47 AM,Tuesday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002438,1177,W4,West,11007,Sexual Contact Forcible CSC 2nd,Fondling,Crimes Against Person,Sex Offenses,CSC 2ND DEGREE - FORCIBLE CONTACT,01/12/2021 10:15:00 AM,Tuesday,None,1500 BLOCK BROADWAY AV NW,January
21-002480,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/12/2021 01:51:42 PM,Tuesday,Personal Weapons,400 BLOCK SPENCER ST NE,January
21-002514,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/12/2021 04:46:00 PM,Tuesday,Personal Weapons,800 BLOCK OXFORD ST SW,January
21-002523,1397,N7,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,01/12/2021 06:13:57 PM,Tuesday,Firearm (type unknown),400 BLOCK CHERRY ST SE,January
21-002526,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/12/2021 06:57:23 PM,Tuesday,Personal Weapons,500 BLOCK LEONARD ST NE,January
21-002585,1305,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/12/2021 11:36:40 PM,Tuesday,Blunt Object,1900 BLOCK TOWNER AV SW,January
21-002608,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 01:58:07 AM,Wednesday,Personal Weapons,500 BLOCK EMERALD AV NE,January
21-002661,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 09:00:00 AM,Friday,Unknown,1500 BLOCK BURKE AV NE,January
21-002684,1302,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/13/2021 11:49:44 AM,Wednesday,Knife/Cutting Instrument,800 BLOCK KENTVIEW DR NE,January
21-002685,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 11:46:03 AM,Wednesday,Personal Weapons,600 BLOCK WORDEN ST SE,January
21-002721,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 02:45:18 PM,Wednesday,Personal Weapons,1100 BLOCK WIDDICOMB AV NW,January
21-002745,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 04:50:10 PM,Wednesday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-002747,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 05:03:06 PM,Wednesday,Personal Weapons,BROWN ST SE & LAFAYETTE AV SE,January
21-002718,1304,S5,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/13/2021 02:59:00 PM,Wednesday,Handgun,DIAMOND AV SE & SIGSBEE ST SE,January
21-002753,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 05:56:55 PM,Wednesday,Personal Weapons,600 BLOCK LEONARD ST NW,January
21-002761,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 06:19:00 PM,Wednesday,Personal Weapons,3700 BLOCK CAMELOT DR SE,January
21-002783,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 06:30:00 PM,Wednesday,Unknown,BROWN ST SE & MADISON AV SE,January
21-002787,1396,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/13/2021 07:54:30 PM,Wednesday,Firearm (type unknown),FRANKLIN ST SE & LAFAYETTE AV SE,January
21-002790,1304,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/13/2021 08:14:11 PM,Wednesday,Firearm (type unknown),HORTON AV SE & GRIGGS ST SE,January
21-002810,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/13/2021 09:44:00 PM,Wednesday,Personal Weapons,1900 BLOCK BRADFORD ST NE,January
21-002843,1171,S3,South,11001,Sexual Penetration Penis/Vagina CSC 1st,Rape,Crimes Against Person,Sex Offenses,CSC 1ST - SEXUAL PENETRATION PENIS/VAGINA,01/13/2021 11:26:44 PM,Wednesday,None,1400 BLOCK CASS AV SE,January
21-002872,1305,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/14/2021 02:36:49 AM,Thursday,Unknown,1200 BLOCK PROSPECT AV SE,January
21-002884,1396,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/14/2021 06:25:00 AM,Thursday,Asphyxiation,700 BLOCK CHATHAM ST NW,January
21-002898,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 08:05:41 AM,Thursday,Other,1400 BLOCK MORGAN ST NW,January
21-002950,1172,N2,North,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,01/14/2021 01:24:39 PM,Thursday,None,1500 BLOCK QUEEN AV NE,January
21-002954,1172,S7,South,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,01/14/2021 12:00:00 PM,Thursday,None,0 BLOCK LABELLE ST SW,January
21-002962,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 02:26:35 PM,Thursday,Other,600 BLOCK COIT AV NE,January
21-003000,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 05:00:00 PM,Thursday,Personal Weapons,DIVISION AV  & OAKES ST SW,January
21-003007,1313,W1,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 05:54:44 PM,Thursday,Personal Weapons,1200 BLOCK WHITMORE AV NW,January
21-003010,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 05:30:00 PM,Thursday,Personal Weapons,1200 BLOCK MADISON AV SE,January
21-003012,1304,C1,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/14/2021 06:15:42 PM,Thursday,Handgun,300 BLOCK LEONARD ST NW,January
21-003031,1399,N5,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),01/14/2021 06:16:13 PM,Thursday,Other,1600 BLOCK LEONARD ST NE,January
21-003037,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 06:30:00 PM,Thursday,Personal Weapons,300 BLOCK GARFIELD AV NW,January
21-003046,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 08:18:49 PM,Thursday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-003048,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 08:31:28 PM,Thursday,Personal Weapons,MADISON AV SE & CHERRY ST SE,January
21-003052,1382,S4,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,STALKING (MISDEMEANOR),01/14/2021 09:19:11 PM,Thursday,None,600 BLOCK HENRY AV SE,January
21-003056,1304,C2,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/14/2021 09:44:45 PM,Thursday,Firearm (type unknown),100 BLOCK MICHIGAN ST NE,January
21-003057,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 08:00:00 PM,Thursday,Other,100 BLOCK MICHIGAN ST NE,January
21-003072,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/14/2021 10:57:02 PM,Thursday,Personal Weapons,1100 BLOCK FULLER AV SE,January
21-003085,1380,N1,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",01/15/2021 12:03:34 AM,Friday,None,3400 BLOCK ASSUMPTION AV NE,January
21-003088,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 12:11:40 AM,Friday,Personal Weapons,1100 BLOCK HAMILTON AV NW,January
21-003098,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 01:22:48 AM,Friday,Personal Weapons,700 BLOCK ADAMS ST SE,January
21-003101,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 01:50:12 AM,Friday,Personal Weapons,4100 BLOCK OAK PARK DR SE,January
21-003112,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 04:45:00 AM,Friday,Personal Weapons,300 BLOCK DELAWARE ST SE,January
21-003130,1382,N6,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,STALKING (MISDEMEANOR),01/15/2021 12:00:00 AM,Friday,None,3300 BLOCK DEPOSIT DR NE,January
21-003166,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 10:00:00 AM,Friday,Personal Weapons,600 BLOCK MICHIGAN ST NE,January
21-003172,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 01:40:00 PM,Friday,Personal Weapons,1000 BLOCK COOPER AV SE,January
21-003176,1313,N6,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 02:18:14 PM,Friday,Personal Weapons,2700 BLOCK OAK INDUSTRIAL DR NE,January
21-003219,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 06:05:00 PM,Friday,Personal Weapons,1100 BLOCK PINE AV NW,January
21-003233,1303,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY STRONG ARM,01/15/2021 07:08:21 PM,Friday,Personal Weapons,1300 BLOCK LAFAYETTE AV SE,January
21-003237,1301,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - GUN,01/15/2021 07:29:00 PM,Friday,Handgun,400 BLOCK DELAWARE ST SE,January
21-003278,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 10:29:14 PM,Friday,Personal Weapons,1200 BLOCK JACKSON ST NW,January
21-003288,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 11:32:59 PM,Friday,Other,600 BLOCK MICHIGAN ST NE,January
21-003300,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/15/2021 10:30:00 PM,Friday,Personal Weapons,200 BLOCK MARKET AV SW,January
21-003306,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/16/2021 01:10:32 AM,Saturday,Unknown,4000 BLOCK KALAMAZOO AV SE,January
21-003314,1396,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/16/2021 02:30:00 AM,Saturday,Handgun,2100 BLOCK ST CHARLES AV SW,January
21-003316,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/16/2021 03:10:16 AM,Saturday,Personal Weapons,2000 BLOCK EMERALD AV NE,January
21-003326,1396,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/16/2021 05:00:34 AM,Saturday,Personal Weapons,600 BLOCK CARRIER ST NE,January
21-003327,1396,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/16/2021 04:36:09 AM,Saturday,Asphyxiation,600 BLOCK CARRIER ST NE,January
21-003323,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/16/2021 04:27:10 AM,Saturday,Unknown,600 BLOCK CARRIER ST NE,January
