INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
22-041661,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",07/24/2022 11:52:00 PM,Sunday,Handgun,1400 BLOCK PLAINFIELD AV NE,July
22-041697,5202,E2,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),07/25/2022 03:33:24 AM,Monday,Handgun,KALAMAZOO AV SE & NELSON AV SE,July
22-041885,5289,N2,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),07/26/2022 02:37:19 AM,Tuesday,Other,LEONARD ST NE & EMERALD AV NE,July
22-041901,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,07/26/2022 04:27:41 AM,Tuesday,None,600 BLOCK KIRTLAND ST SW,July
22-041902,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,07/26/2022 04:27:00 AM,Tuesday,None,600 BLOCK KIRTLAND ST SW,July
22-041996,5202,S7,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),07/26/2022 01:54:23 PM,Tuesday,Handgun,400 BLOCK DIVISION AV,July
22-041996,5299,S7,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),07/26/2022 01:54:23 PM,Tuesday,Handgun,400 BLOCK DIVISION AV,July
22-042021,3530,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,07/26/2022 02:45:20 PM,Tuesday,None,CHERRY ST SW & CESAR E CHAVEZ AV SW,July
22-042021,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,07/26/2022 02:45:20 PM,Tuesday,None,CHERRY ST SW & CESAR E CHAVEZ AV SW,July
22-042112,3710,E4,East,37000,Obscenity,Pornography/Obscene Material,Crimes Against Society,Pornography/Obscene Material,Child Sexually Abusive Activity: Material-Aggravated Possession,07/27/2022 02:34:30 AM,Wednesday,None,3800 BLOCK CAMELOT DR SE,July
22-042115,5202,N3,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),07/26/2022 11:00:00 PM,Tuesday,Handgun,1100 BLOCK CRESTON PZ NE,July
22-042094,5202,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),07/26/2022 10:52:58 PM,Tuesday,Handgun,LAFAYETTE AV SE & DELAWARE ST SE,July
22-042223,5299,C2,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),07/27/2022 04:09:05 PM,Wednesday,Knife/Cutting Instrument,100 BLOCK MONROE CN NW,July
22-042251,5213,S7,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",07/27/2022 07:01:21 PM,Wednesday,Firearm (type unknown),1200 BLOCK DIVISION AV,July
22-042312,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",07/28/2022 12:24:00 AM,Thursday,Firearm (type unknown),700 BLOCK LOGAN ST SE,July
22-042338,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",07/28/2022 03:26:39 AM,Thursday,Handgun,1100 BLOCK LAFAYETTE AV SE,July
22-042467,5295,W3,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),07/28/2022 05:36:56 PM,Thursday,Handgun,800 BLOCK 6TH ST NW,July
22-042623,3547,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,07/29/2022 09:30:00 AM,Friday,None,1400 BLOCK LEONARD ST NW,July
22-042768,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),07/30/2022 01:59:57 AM,Saturday,Handgun,28TH ST SE & EASTERN AV SE,July
22-042837,5213,N7,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",07/30/2022 12:31:50 PM,Saturday,Handgun,300 BLOCK PROSPECT AV NE,July
22-042915,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),07/30/2022 09:30:00 PM,Saturday,Handgun,2300 BLOCK STAFFORD AV SW,July
22-042915,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),07/30/2022 09:30:00 PM,Saturday,Handgun,2300 BLOCK STAFFORD AV SW,July
22-043132,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/01/2022 12:00:00 AM,Monday,None,FULLER AV NE & MALTA ST NE,August
22-043151,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/01/2022 03:04:18 AM,Monday,None,2200 BLOCK DIVISION AV,August
22-043208,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/01/2022 11:15:57 AM,Monday,None,200 BLOCK DIVISION AV,August
22-043327,5295,C2,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/01/2022 11:00:00 PM,Monday,Other,IONIA AV NW & FULTON ST,August
22-043336,5202,S6,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),08/02/2022 12:00:00 AM,Tuesday,Handgun,1200 BLOCK EASTERN AV SE,August
22-043355,5213,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/02/2022 03:23:17 AM,Tuesday,Handgun,1000 BLOCK TURNER AV NW,August
22-043410,3599,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Dangerous Drugs (Or Maintain Drug House),08/02/2022 12:00:00 PM,Tuesday,None,700 BLOCK 6TH ST NW,August
22-043503,4099,C3,Central,40002,"Commercialized sex, Assisting/Promoting Prostitution",Assisting or Promoting Prostitution,Crimes Against Society,Prostitution Offenses,COMMERCIAL SEX(OTHER),08/02/2022 08:25:40 PM,Tuesday,None,200 BLOCK COMMERCE AV SW,August
22-043621,5202,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),08/03/2022 02:09:48 PM,Wednesday,Handgun,300 BLOCK CESAR E CHAVEZ AV SW,August
22-043621,5299,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/03/2022 02:09:48 PM,Wednesday,Handgun,300 BLOCK CESAR E CHAVEZ AV SW,August
22-043675,5295,S4,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/03/2022 07:53:42 PM,Wednesday,Firearm (type unknown),600 BLOCK OAKDALE ST SE,August
22-043675,5299,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/03/2022 07:53:42 PM,Wednesday,Firearm (type unknown),600 BLOCK OAKDALE ST SE,August
22-043685,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/03/2022 08:56:52 PM,Wednesday,Handgun,DIVISION AV  & 28TH ST SE,August
22-043692,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/03/2022 09:31:00 PM,Wednesday,Handgun,HALL ST SE & PROSPECT AV SE,August
22-043705,5289,E7,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),08/03/2022 10:50:00 PM,Wednesday,Handgun,700 BLOCK LYNCH ST SW,August
22-043705,5212,E7,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSSESSION OF WEAPON,08/03/2022 10:50:00 PM,Wednesday,Handgun,700 BLOCK LYNCH ST SW,August
22-043705,5202,E7,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),08/03/2022 10:50:00 PM,Wednesday,Handgun,700 BLOCK LYNCH ST SW,August
22-043728,3592,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/04/2022 12:05:52 AM,Thursday,None,BUCHANAN AV SW & PLASTER CREEK BL SW,August
22-043745,3532,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/04/2022 12:00:00 AM,Thursday,None,BUCHANAN AV SW & PLASTER CREEK BL SW,August
22-043964,3546,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Deliver,08/05/2022 12:31:44 AM,Friday,None,2100 BLOCK HORTON AV SE,August
22-043973,3592,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/05/2022 01:30:00 AM,Friday,None,EASTERN AV SE & MARTIN LUTHER KING JR ST SE,August
22-043985,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/05/2022 02:32:21 AM,Friday,Firearm (type unknown),1400 BLOCK DIVISION AV,August
22-043994,5295,N2,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/05/2022 02:56:00 AM,Friday,Knife/Cutting Instrument,PLAINFIELD AV NE & DEAN ST NE,August
22-044153,5289,N3,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),08/04/2022 05:30:00 PM,Thursday,Handgun,700 BLOCK COIT AV NE,August
22-044194,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/06/2022 01:07:08 AM,Saturday,Firearm (type unknown),1900 BLOCK DIVISION AV,August
22-044209,5213,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/06/2022 02:50:00 AM,Saturday,Firearm (type unknown),500 BLOCK LEONARD ST NW,August
22-044300,5295,E4,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/06/2022 03:51:59 PM,Saturday,Handgun,2600 BLOCK WOODMEADOW DR SE,August
22-044300,5201,E4,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,ALTERING IDENTIFICATION (WEAPON),08/06/2022 03:51:59 PM,Saturday,Handgun,2600 BLOCK WOODMEADOW DR SE,August
22-044300,5299,E4,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/06/2022 03:51:59 PM,Saturday,Handgun,2600 BLOCK WOODMEADOW DR SE,August
22-044458,5213,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/07/2022 06:05:11 AM,Sunday,Firearm (type unknown),3700 BLOCK GIDDINGS AV SE,August
22-044470,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/07/2022 07:49:48 AM,Sunday,Firearm (type unknown),PLAINFIELD AV NE & SPENCER ST NE,August
22-044194,5202,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),08/06/2022 01:07:08 AM,Saturday,Firearm (type unknown),1900 BLOCK DIVISION AV,August
22-044688,3592,W5,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/08/2022 10:40:00 AM,Monday,None,1100 BLOCK JACKSON ST NW,August
22-044688,3542,W5,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Possess,08/08/2022 10:40:00 AM,Monday,None,1100 BLOCK JACKSON ST NW,August
22-044695,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/08/2022 11:40:00 AM,Monday,None,0 BLOCK WESTON ST SW,August
22-044709,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/08/2022 12:44:36 PM,Monday,Unknown,800 BLOCK NELAND AV SE,August
22-044741,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/08/2022 04:22:35 PM,Monday,Firearm (type unknown),1400 BLOCK CASS AV SE,August
22-044798,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/08/2022 09:05:00 PM,Monday,None,0 BLOCK BURTON ST SW,August
22-045012,3532,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/10/2022 12:18:48 AM,Wednesday,None,BATES ST SE & FULLER AV SE,August
22-044926,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/09/2022 12:15:00 PM,Tuesday,Handgun,1100 BLOCK CASS AV SE,August
22-044926,3512,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,08/09/2022 12:15:00 PM,Tuesday,None,1100 BLOCK CASS AV SE,August
22-045032,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/10/2022 02:30:00 AM,Wednesday,None,200 BLOCK BROWN ST SE,August
22-045039,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/10/2022 02:27:00 AM,Wednesday,None,200 BLOCK BROWN ST SE,August
22-045073,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/10/2022 09:10:00 AM,Wednesday,None,BUCHANAN AV SW & BROWN ST SE,August
22-045086,4004,E1,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/10/2022 10:20:00 AM,Wednesday,None,FRANCIS AV SE & BURTON ST SE,August
22-045091,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/10/2022 10:45:00 AM,Wednesday,None,WITHEY ST SE & DIVISION AV,August
22-045094,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/10/2022 10:50:00 AM,Wednesday,None,DIVISION AV  & MELVILLE ST SE,August
22-045256,3532,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/11/2022 12:00:00 AM,Thursday,None,800 BLOCK ALEXANDER ST SE,August
22-045274,3547,W5,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,08/11/2022 01:39:02 AM,Thursday,None,300 BLOCK NATIONAL AV NW,August
22-045082,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/10/2022 10:00:00 AM,Wednesday,None,DIVISION AV  & GRIGGS ST SW,August
22-045396,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/11/2022 04:28:00 PM,Thursday,Firearm (type unknown),MADISON AV SE & WORDEN ST SE,August
22-045448,5295,S7,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/11/2022 08:00:00 PM,Thursday,Handgun,BUCHANAN AV SW & HALL ST SW,August
22-045451,3592,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/11/2022 08:42:00 PM,Thursday,None,FRANCIS AV SE & ALGER ST SE,August
22-045460,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/11/2022 09:15:33 PM,Thursday,Handgun,900 BLOCK HANCOCK ST SE,August
22-045482,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/11/2022 10:49:34 PM,Thursday,Firearm (type unknown),400 BLOCK WORDEN ST SE,August
22-045512,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/12/2022 01:12:33 AM,Friday,Handgun,JEFFERSON AV SE & GARDEN ST SE,August
22-045512,3530,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,08/12/2022 01:12:33 AM,Friday,None,JEFFERSON AV SE & GARDEN ST SE,August
22-045512,3590,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,08/12/2022 01:12:33 AM,Friday,None,JEFFERSON AV SE & GARDEN ST SE,August
22-045513,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/12/2022 01:11:00 AM,Friday,Handgun,JEFFERSON AV SE & GARDEN ST SE,August
22-045513,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/12/2022 01:11:00 AM,Friday,Handgun,JEFFERSON AV SE & GARDEN ST SE,August
22-045532,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/12/2022 02:25:00 AM,Friday,Handgun,2100 BLOCK EASTERN AV SE,August
22-045612,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/12/2022 02:45:58 PM,Friday,Firearm (type unknown),900 BLOCK NELAND AV SE,August
22-045526,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/12/2022 03:36:09 AM,Friday,Firearm (type unknown),EASTERN PL NE & SPENCER ST NE,August
22-045669,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/12/2022 07:22:00 PM,Friday,Handgun,GRIGGS ST SW & BUCHANAN AV SW,August
22-045669,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/12/2022 07:22:00 PM,Friday,Handgun,GRIGGS ST SW & BUCHANAN AV SW,August
22-045694,3560,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,08/12/2022 07:22:00 PM,Friday,None,GRIGGS ST SW & FRANCIS AV SE,August
22-045716,3592,N4,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/12/2022 09:41:00 PM,Friday,None,MALTA ST NE & HOUSEMAN AV NE,August
22-045766,5202,E5,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),08/13/2022 03:07:39 AM,Saturday,Handgun,MARSHALL AV SE & LANCASHIRE CT SE,August
22-045766,3532,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/13/2022 03:07:39 AM,Saturday,None,MARSHALL AV SE & LANCASHIRE CT SE,August
22-045925,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/14/2022 01:51:22 AM,Sunday,Handgun,0 BLOCK ANDRE ST SW,August
22-045925,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/14/2022 01:51:22 AM,Sunday,Handgun,0 BLOCK ANDRE ST SW,August
22-045948,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/14/2022 05:08:15 AM,Sunday,Firearm (type unknown),HORTON AV SE & MELVILLE ST SE,August
22-046089,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/15/2022 12:15:35 AM,Monday,Handgun,1400 BLOCK CASS AV SE,August
22-046092,5213,W5,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/15/2022 12:35:52 AM,Monday,Firearm (type unknown),900 BLOCK 1ST ST NW,August
22-045584,5213,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/12/2022 11:55:16 AM,Friday,Handgun,LEONARD ST NW & BROADWAY AV NW,August
22-046241,5213,W5,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/15/2022 09:51:00 PM,Monday,Handgun,200 BLOCK STRAIGHT AV NW,August
22-046253,5213,S5,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/16/2022 01:27:20 AM,Tuesday,Handgun,1000 BLOCK LOGAN ST SE,August
22-046430,3547,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,08/16/2022 09:50:00 PM,Tuesday,None,EASTERN AV SE & SHERMAN ST SE,August
22-046473,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/17/2022 03:05:46 AM,Wednesday,Handgun,100 BLOCK FAIR ST SE,August
22-046678,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/18/2022 01:44:47 AM,Thursday,None,QUIGLEY BL SW & BUCHANAN AV SE,August
22-046817,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/18/2022 07:05:45 PM,Thursday,None,0 BLOCK BURTON ST SW,August
22-046828,5299,E2,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/18/2022 04:04:00 PM,Thursday,Firearm (type unknown),BLAINE AV SE & OTTILLIA ST SE,August
22-046835,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/18/2022 09:05:17 PM,Thursday,None,100 BLOCK DICKINSON ST SW,August
22-046846,3512,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,08/18/2022 07:45:00 PM,Thursday,None,0 BLOCK BURTON ST SW,August
22-046859,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/18/2022 11:56:02 PM,Thursday,Handgun,JEFFERSON AV SE & HALL ST SE,August
22-046859,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/18/2022 11:56:02 PM,Thursday,Handgun,JEFFERSON AV SE & HALL ST SE,August
22-046869,5297,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSS. OR USE FIREARM WHILE UNDER LIQ/DRUGS (WEAPON),08/19/2022 12:00:00 AM,Friday,Handgun,DIVISION AV  & WEALTHY ST SE,August
