INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-004662,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/23/2021 01:47:00 AM,Saturday,Handgun,FISK ST SE & ALTO AV SE,January
21-004715,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,01/23/2021 08:56:40 AM,Saturday,None,OAKES ST SE & LAGRAVE AV SE,January
21-004805,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/23/2021 06:57:45 PM,Saturday,Firearm (type unknown),500 BLOCK CRAWFORD ST SE,January
21-004833,3592,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,01/23/2021 08:15:00 PM,Saturday,None,800 BLOCK FRANKLIN ST SE,January
21-004848,3592,C2,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,01/23/2021 09:18:35 PM,Saturday,None,FULTON ST  & OTTAWA AV NW,January
21-004848,5299,C2,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),01/23/2021 09:18:35 PM,Saturday,Handgun,FULTON ST  & OTTAWA AV NW,January
21-004856,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/23/2021 09:46:27 PM,Saturday,Handgun,1700 BLOCK COLLEGE AV SE,January
21-004860,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,01/23/2021 10:00:00 PM,Saturday,None,2000 BLOCK DIVISION AV,January
21-004878,5299,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),01/24/2021 12:04:13 AM,Sunday,Handgun,1800 BLOCK GREENFIELD CIRCLE DR NE,January
21-004886,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/24/2021 01:26:52 AM,Sunday,None,1800 BLOCK STAFFORD AV SW,January
21-004906,5202,N5,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),01/24/2021 12:02:12 AM,Sunday,Handgun,1300 BLOCK PLYMOUTH AV NE,January
21-004906,5299,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),01/24/2021 12:02:12 AM,Sunday,Handgun,1300 BLOCK PLYMOUTH AV NE,January
21-004986,3512,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,01/24/2021 02:10:39 PM,Sunday,None,800 BLOCK LEONARD ST NW,January
21-005019,5295,S4,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/24/2021 06:43:35 PM,Sunday,Handgun,WORDEN ST SE & HENRY AV SE,January
21-005026,3560,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,01/24/2021 06:40:00 PM,Sunday,None,WORDEN ST SE & HENRY AV SE,January
21-005044,5295,N8,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/24/2021 09:00:00 PM,Sunday,Handgun,MICHIGAN ST NE & EASTERN AV NE,January
21-005051,3560,N8,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,01/24/2021 09:04:56 PM,Sunday,None,MICHIGAN ST NE & EASTERN AV NE,January
21-005057,3547,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,01/25/2021 12:00:00 AM,Monday,None,FRANKLIN ST SE & GENEVA AV SE,January
21-005070,5295,N6,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/25/2021 12:25:01 AM,Monday,Firearm (type unknown),PLYMOUTH AV NE & MICHIGAN ST NE,January
21-005150,5213,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/25/2021 01:40:00 PM,Monday,Unknown,1300 BLOCK TURNER AV NW,January
21-005164,3547,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,01/25/2021 03:10:28 PM,Monday,None,1800 BLOCK ALPINE AV NW,January
21-005366,5295,X,Other Jurisdiction,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/26/2021 04:30:00 PM,Tuesday,Handgun,4400 BLOCK Eastern  SE,January
21-005366,3530,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,01/26/2021 04:30:00 PM,Tuesday,None,4400 BLOCK Eastern  SE,January
21-005403,4004,E4,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,01/26/2021 08:45:00 PM,Tuesday,None,STAHL DR SE & EAST PARIS AV SE,January
21-005422,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/25/2021 11:03:01 PM,Monday,Handgun,1600 BLOCK MARGARET AV SE,January
21-005433,5213,E4,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/27/2021 12:36:05 AM,Wednesday,Firearm (type unknown),3900 BLOCK CAMELOT DR SE,January
21-005472,5213,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/27/2021 09:19:49 AM,Wednesday,Firearm (type unknown),1900 BLOCK BRADFORD ST NE,January
21-005525,3560,E3,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,01/27/2021 11:59:03 AM,Wednesday,None,BRETON AV SE & BURTON ST SE,January
21-005525,5299,E3,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),01/27/2021 11:59:03 AM,Wednesday,Other,BRETON AV SE & BURTON ST SE,January
21-005622,3592,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,01/27/2021 10:15:00 PM,Wednesday,None,STOCKING AV NW & 5TH ST NW,January
21-005647,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/28/2021 01:10:00 AM,Thursday,Firearm (type unknown),2100 BLOCK TOWNER AV SW,January
21-005696,5295,S4,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/28/2021 10:13:40 AM,Thursday,Handgun,OAKDALE ST SE & UNION AV SE,January
21-005836,3560,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,01/28/2021 11:44:59 PM,Thursday,None,WEALTHY ST SW & HOGADONE PL SW,January
21-005844,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/29/2021 01:03:09 AM,Friday,Firearm (type unknown),1100 BLOCK BUTTERWORTH ST SW,January
21-005854,3592,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,01/29/2021 03:54:27 AM,Friday,None,GENEVA AV SE & FRANKLIN ST SE,January
21-005911,3532,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,01/29/2021 11:25:00 AM,Friday,None,33RD ST SE & MARSHALL AV SE,January
21-006008,3530,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,01/29/2021 06:30:00 PM,Friday,None,700 BLOCK 44th st sw,January
21-006008,5299,X,Other Jurisdiction,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),01/29/2021 06:30:00 PM,Friday,Handgun,700 BLOCK 44th st sw,January
21-006021,5202,S7,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),01/28/2021 08:43:00 PM,Thursday,Handgun,FRANKLIN AV SW & 131 XW,January
21-006021,3533,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine (Other),01/28/2021 08:43:00 PM,Thursday,None,FRANKLIN AV SW & 131 XW,January
21-006021,5275,S7,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSSESS FIREARM IN COMM. OF CRIME (WEAPON),01/28/2021 08:43:00 PM,Thursday,Handgun,FRANKLIN AV SW & 131 XW,January
21-006021,3530,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,01/28/2021 08:43:00 PM,Thursday,None,FRANKLIN AV SW & 131 XW,January
21-006022,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/29/2021 08:50:00 PM,Friday,Handgun,ELM ST SW & DIVISION AV,January
21-006041,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,01/29/2021 10:20:19 PM,Friday,None,BUCHANAN AV SW & CUTLER ST SW,January
21-006045,5295,S6,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/29/2021 10:36:51 PM,Friday,Handgun,BENJAMIN AV SE & FISK ST SE,January
21-006054,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),01/29/2021 11:15:00 PM,Friday,Handgun,ROSE ST SW & DIVISION AV,January
21-006070,3532,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,01/30/2021 01:11:00 AM,Saturday,None,1000 BLOCK FRANKLIN ST SE,January
21-006276,3540,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Sell,01/31/2021 11:06:01 AM,Sunday,None,KALAMAZOO AV SE & BOSTON ST SE,January
21-006276,3560,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,01/31/2021 11:06:01 AM,Sunday,None,KALAMAZOO AV SE & BOSTON ST SE,January
21-006363,5213,E3,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",01/31/2021 08:19:35 PM,Sunday,Firearm (type unknown),2900 BLOCK KALAMAZOO AV SE,January
21-006380,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/01/2021 12:27:06 AM,Monday,Handgun,2200 BLOCK DARWIN AV SW,February
21-006447,5213,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/01/2021 10:23:54 AM,Monday,Handgun,600 BLOCK FREMONT AV NW,February
21-006618,5295,E2,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),02/01/2021 11:34:18 PM,Monday,Handgun,28TH ST SE & KALAMAZOO AV SE,February
21-006621,3592,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,02/02/2021 12:05:00 AM,Tuesday,None,WORDEN ST SE & GENEVA AV SE,February
21-006628,3592,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,02/02/2021 01:47:42 AM,Tuesday,None,FRANKLIN ST SE & KALAMAZOO AV SE,February
21-006661,3512,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,02/02/2021 08:02:00 AM,Tuesday,None,BURTON ST SE & LINDEN AV SE,February
21-006747,3547,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,02/02/2021 04:27:00 PM,Tuesday,None,CHERRY ST SW & COMMERCE AV SW,February
21-006725,5295,X,Other Jurisdiction,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),02/02/2021 03:00:00 PM,Tuesday,Handgun,3300 BLOCK ramswood  ct  ne,February
21-006800,5299,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),02/02/2021 08:49:11 PM,Tuesday,Blunt Object,1800 BLOCK KREISER BL SE,February
21-006963,3599,S8,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Dangerous Drugs (Or Maintain Drug House),02/03/2021 02:35:00 PM,Wednesday,None,300 BLOCK FRANKLIN ST SW,February
21-007036,5213,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/03/2021 10:29:35 PM,Wednesday,Handgun,1900 BLOCK MASON ST NE,February
21-007066,3532,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,02/04/2021 12:27:00 AM,Thursday,None,KALAMAZOO AV SE & OAKHILL ST SE,February
21-007067,3532,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,02/04/2021 12:27:00 AM,Thursday,None,KALAMAZOO AV SE & OAKHILL ST SE,February
21-007083,3547,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,02/04/2021 04:25:00 AM,Thursday,None,700 BLOCK BALL AV NE,February
21-006623,5213,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/02/2021 12:34:00 AM,Tuesday,Firearm (type unknown),1800 BLOCK BRADFORD ST NE,February
21-007107,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/04/2021 08:00:24 AM,Thursday,Firearm (type unknown),1700 BLOCK NELSON AV SE,February
21-007196,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/04/2021 03:46:18 PM,Thursday,Firearm (type unknown),QUIMBY ST NE & QUEEN AV NE,February
21-007234,3599,W6,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Dangerous Drugs (Or Maintain Drug House),02/04/2021 06:30:00 PM,Thursday,None,100 BLOCK SEWARD AV NW,February
21-007272,5202,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),02/04/2021 11:12:26 PM,Thursday,Handgun,100 BLOCK DIVISION AV,February
21-007272,5299,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),02/04/2021 11:12:26 PM,Thursday,Handgun,100 BLOCK DIVISION AV,February
21-007308,5289,W6,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),02/05/2021 03:21:43 AM,Friday,Knife/Cutting Instrument,300 BLOCK FRONT AV SW,February
21-007437,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,02/05/2021 07:06:39 PM,Friday,None,BUCHANAN AV SW & CUTLER ST SW,February
21-001701,3530,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,01/08/2021 08:00:00 PM,Friday,None,1300 BLOCK MAUDE AV NE,January
21-007648,3530,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,02/06/2021 08:08:00 PM,Saturday,None,500 BLOCK DIVISION AV,February
21-007655,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),02/06/2021 08:09:00 PM,Saturday,Handgun,500 BLOCK DIVISION AV,February
21-007853,5213,S1,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",02/07/2021 07:48:39 PM,Sunday,Firearm (type unknown),0 BLOCK DWIGHT AV SE,February
21-007857,3512,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,02/07/2021 07:26:58 PM,Sunday,None,3 MILE RD NE & PLAINFIELD AV NE,February
21-007451,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,02/05/2021 07:55:00 PM,Friday,None,CUTLER ST SW & BUCHANAN AV SW,February
21-008090,5299,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),02/08/2021 11:15:00 PM,Monday,Rifle,1500 BLOCK 28TH ST SE,February
21-008090,5295,E5,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),02/08/2021 11:15:00 PM,Monday,Rifle,1500 BLOCK 28TH ST SE,February
21-008115,3599,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Dangerous Drugs (Or Maintain Drug House),02/08/2021 10:15:00 PM,Monday,None,DIVISION AV  & CHERRY ST SE,February
21-008142,3532,N1,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,02/09/2021 09:14:07 AM,Tuesday,None,3200 BLOCK SALERNO DR NE,February
21-008318,3572,E3,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Amphetamine - Possess,02/10/2021 01:08:11 AM,Wednesday,None,2500 BLOCK NORMANDY DR SE,February
21-008318,3504,E3,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Hallucinogen - Possess,02/10/2021 01:08:11 AM,Wednesday,None,2500 BLOCK NORMANDY DR SE,February
21-008462,4004,W3,West,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,02/10/2021 06:11:31 PM,Wednesday,None,5TH ST NW & FREMONT AV NW,February
